	file_id	text	gSet	label
935	13585795_1	I hope that all the security personnel and hangers-on who I saw chasing girls in the Voodoo lounge the other day do n't tell all their friends back in the Bronx about Latvia as a holiday destination !	train	0.0
2915	14075712_2	Feel free to join !!	train	0.0
1772	13461719_1	I have n't been able to finish watching even one of these videos .	train	0.0
5223	33141763_3	So please Zuma be a good little kaffir and take their land	train	1.0
3309	14051532_2	The name of the village was changed to Dramastein , during the Third Reich , today it is called Kamieniec in Poland .	train	0.0
1514	13147434_3	Decaying , rotting malls inhabited by rats , wild dogs and homeless former retail employees will be a blight on the suburban landscape for decades .	train	0.0
1936	30500254_6	I also do n't want harassment in real life , which is why I keep my views limited , so I do n't want my daughter saying things like `` My parents do n't want me playing with blacks '' .	train	0.0
818	14670410_1	There is SO much physical and scientific evidence that ancient Egyptians were not negro .	train	0.0
1480	14038459_2	But what do I know ?	train	0.0
4387	12882480_3	Those visionary and responsible negroes ...	train	1.0
3372	30481256_1	Better some overly polite White guy offering to tell you about the word of Joseph Smith than some nignog car jacking you .	train	1.0
2553	30535761_3	Defend yourself !!!!!	train	0.0
1591	13164285_3	YouTube - Orangutan Towan Paints at Woodland Park Zoo , HD	train	0.0
4016	13063524_4	I hope that black creep does not get off easy .	train	1.0
2380	30483222_4	Ask a friend ?	train	0.0
4185	14021695_2	I noticed a lot of fat little white girls with monkey boyfriends .	train	1.0
3635	30788723_1	The soldiers of today may face this same treatment before they die if things keep going the way it has been .	train	0.0
1320	13842729_2	88	train	0.0
186	14411537_1	If anyone wants to watch sports , whether white or non-white , let them .	train	0.0
2583	13293414_3	http://www.wral.com/news/local/story/1850536/	train	0.0
647	30756247_2	Well I hate to tell that 40k will do a lot to help out the non-Whites .	train	0.0
2333	14100101_1	I can get a ride to see you some time this summer if that is cool i need to get up with someone in NJ as it is his name is HAL i have talk to him but i want to meet him so when i go to see him I can stop to see you if that is ok	train	0.0
2194	14298778_1	This is my next read .	train	0.0
30	13864766_5	Regards , Draiodoir .	train	0.0
3442	30459820_2	BOOK : Tell the Truth and Shame the Devil `` Tell the Truth and Shame the Devil '' in English and German .	train	0.0
667	31066278_1	Lame.	train	0.0
637	30623737_4	I 'm concerned because it 's japanese culture insinuating itself into American culture .	train	0.0
4372	31752038_1	Ill shave my head when I finally get my 5 GCSE grades at C or above .	train	0.0
832	13621261_6	The Chechen beast was one of those who committed killing in the name of Allah against our Russian brothers , like the theater in Moskva .	train	1.0
2468	30505306_4	According to Mathieson 2015 , they had around a 30 % incidence of blue eyes ( versus around 25 % for the Steppe populations ) and carried the same mutations for light skin that the Steppe people did .	train	0.0
6	14053109_1	This is a video of a band from the Upper Silesian village of Zebowice ( Zembowitz-Fohrendorf ) , it is the town with the highest percentage of Germans in Poland .	train	0.0
1585	13853553_2	Ireland does n't need arab scum like these .	train	1.0
1737	30603419_3	You have to listen to him and his wife do little stories in between his interviews but they are ok = ) Phony Navy SEAL of the WEEK , Adam Hubbard , Jose R. Gonzalez , D.K. Grant .	train	0.0
2150	30394100_2	You should try the same thing where you are at and build things up there	train	0.0
id	file_id	Jane damn white people.	1.0
2331	30666636_3	William Pierce : The Gift of Life. by Extrea. & #x202c ; & rlm ;	train	0.0
id	file_id	Everyone needs to be treated equally, regardless they are jew people or not.	1.0
1948	13470937_3	All the time the white wife is drooling over him and flirting with him .	train	0.0
882	30482838_2	Apart from that , a decent video .	train	0.0
2974	30713750_5	Tens of thousands of people graduate with these worthless degrees , find out they 're unemployable in today 's bleak job market , then take on several tens of thousands in ( more ) student debt to get a law or business degree -- and find out things are n't much better .	train	0.0
3693	14678722_1	You must have met me at some point in time .	train	0.0
3712	13945988_3	Growing up with our many children , the other kids of the town will follow their lead .	train	0.0
3731	30443551_2	It is disgraceful to treat a sick lady like they are doing .	train	0.0
3239	30611347_1	Sun releases massive solar flare - NASA video - YouTube slideshow from cnn Huge solar flares light up for NASA cameras - CNN.com Could solar flare on Friday the 13th knock out phones and GPS devices ? | Mail Online	train	0.0
324	14675832_1	Dogs and coyotes are two different species that can breed and produce fertile offspring .	train	0.0
1679	14057345_1	NPD demonstration in Hamburg : 35 attendants .	train	0.0
1299	30546907_2	Kettledrummer Elo Sambo Prussian Life Guard Hussars	train	0.0
1306	30413547_1	Holocaust Handbooks - Educate Yourself - YouTube Holocaust Handbooks is the world 's premiere Revisionist book series .	train	0.0
1882	14434772_2	Apparently , she has taken her suffering and used it to help other white people .	train	0.0
2585	14099762_1	I'm often asked what my main squeeze looks like , here she is , Sweet Polly Purebred , in a scene where I save her from the evil jew scientist Simon Bar Sinister	train	0.0
768	14082109_1	I just got a group started in my area Roswell Aryan Front and we 're looking for people to join or groups to join with if anyone is interested in joing or knows or is part of a group that is recruiting send me a private message or e-mail appreciate it .	train	0.0
1326	14422121_2	He is indeed a brave man and champion of our cause .	train	0.0
4370	14040163_2	As kids they watch leftie music shows kids tv shows etc .	train	0.0
1524	14671343_2	I do n't know if this is the case of the Seal but I like to believe that one day there will be no want or need to slaughter animals on a large scale like we currently do .	train	0.0
2999	13859163_1	In certain circumstances I would agree with you but in Europe by preserving our nations we are preserving our race as well because there is no way a black in Europe can be British , Irish , German or whatever .	train	0.0
97	13867005_1	Thanks, ive actually found this to be a very warm and welcoming site , been reading for a few weeks now , thought id register .	train	0.0
3172	13863483_2	It went through the history of all Dracula movies and the real life Dracula !	train	0.0
4108	13556194_2	Braun	train	0.0
4581	14270442_1	I cant judge because i dont know them all , plus i think they are all good in their own way , that 's why they are moderators	train	0.0
id	file_id	She think a white person. Anything white people are nasty.	1.0
4542	13503314_3	Croats were so fortunate to have such reliable allies .	train	0.0
2535	30664484_3	Sounds like a heavenly community .	train	0.0
2739	30616591_1	You will see much worse things in the future .	train	0.0
3369	30560348_4	Law Center to Prevent Gun Violence ?	train	0.0
3552	13481244_1	So Whites in the next generation are only 20 % of the population ... in their own homelands .	train	0.0
1124	30405447_2	Once the negros start coming in bunches it will be a hellhole and the whites will have to leave again and start a new community .	train	1.0
3291	14660756_1	Your both our enemies plain and simple , jews try to destroy us with their immigration and the jew would not be able to get as far as they did if many of them did not look white .	train	1.0
3423	30521980_2	Those who do n't believe are free to walk away and those who do believe are not forced against God 's will .	train	0.0
2853	13582449_1	If you are looking for such kind of music , then be sure to check out the following bands : ( PS : I 'm not very good at describing music-styles , but * * * * , I 'll give it a try ! )	train	0.0
1908	14673520_2	We just do n't like what we see .	train	0.0
1374	30575902_1	Fountains Abbey-partially destroyed many years ago but still beautiful .	train	0.0
492	12860462_4	They all deserve an ass kicking .	train	1.0
1323	13502231_1	I thought there was talk not too long ago about Putin extending the terms to stay in office ?	train	0.0
4525	30481231_1	We have such a huge Asian problem .	train	1.0
266	13858827_1	Well anything can be a `` hate crime '' these days , I heard recently that a guy in Scotland was charged for `` revving his car racistly '' ..... whatever that is	train	0.0
1692	30673265_12	Calmady Children .	train	0.0
id	file_id	He is a disgusting white.	1.0
3477	14096038_1	It is always nice to meet another person with roots in Kansas .	train	0.0
3295	12856199_1	A Storm is Brewing on the Horizon -- Will Obama Declare Martial Law Before 2016 ?	train	0.0
5995	14031438_2	I wonder how they 'll paint them up plus the 1million or more illegals who are working in the service industry living in their bosses ' cupboards .	train	1.0
757	14407528_3	At times it is perplexing .	train	0.0
1364	13367480_3	Do not open the door at 2 : 00 AM for anyone .	train	0.0
id	file_id	Jane abuse white people.	1.0
4011	14669759_1	I think you do the best you can to embrace the best of who you are by helping the white cause .	train	0.0
3906	13474343_1	I sure hope you 're right .	train	0.0
2861	14100820_1	new to the hole scene 20/m from connecticut make sure you find the real people and not the hole fake wp people	train	0.0
4202	13196238_3	At least skip ahead to 9 : 50 and watch the final minute .	train	0.0
2696	13478512_3	The ugly black will always be .... black !	train	1.0
2186	30462405_1	I could give a course on gun safety so , that they do n't end up like that monkey that shot off his penis .	train	0.0
1289	14037300_2	It 's nice to be with like-minded individuals .	train	0.0
3815	13610248_1	I do n't dare to look at them !	train	0.0
58	30709708_3	I prefer male teachers and my girlfriend says she likes female teachers .	train	0.0
